適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,調査期間_開始年月日,ハンマー落下用具_コード,色調_色調名,標準貫入試験_備考,岩石土区分_岩相,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_透水係数,P波試験_上端深度,P波試験_速度,P波試験_下端深度,孔内水平載荷試験_降伏圧,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,地盤勾配,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,観察記事_上端深度,観察記事_下端深度,観察記事_記事,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,送水条件_送水種類,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,観察記事枠線_下端深度,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,孔内水位_掘削状況,孔内水位_水位種別備考,孔径孔壁保護_孔壁保護方法,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,相対稠度_状態,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,相対密度_状態,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,試錐機_能力,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,座標定義,座標,櫓種類コード,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔径孔壁保護_孔壁保護実施理由,保孔管_下端深度,保孔管_種別コード,孔内水平載荷試験_載荷パターン,S波試験_上端深度,S波試験_下端深度,試料採取_試験名
JIS A 0206-2008,安竹地区土質調査,08,12,2,136,10,58.951,36,5,49.144,1,5436,11,14,国土交通省 近畿地方整備局 福井河川国道事務所,1978-12,東建地質調査（株）,4.85,20.3,1,,0,20.3,砂,1,S,531211000,20.3,20,50,30,2.1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗灰,,599200003,,,,,8.2,9,01,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,中部縦貫上志比地区地質調査業務,01,05,1,136,24,33.283,36,4,2.576,1,5436,03,82,国土交通省 近畿地方整備局 福井河川国道事務所,1999-01-00,サンコーコンサルタント株式会社,98.97,17,2,,0,17,軟岩・風化岩,1,MS,532110020,17,12.15,50,13,2.79,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,2,淡褐灰,,,14,01,28,5220,,,,,,,,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,九頭龍川ボーリング工事外１件工事,08,09,20,136,8,26.948,36,12,56.091,1,5436,21,51,国土交通省 近畿地方整備局 福井河川国道事務所,1965-12,日本工営株式会社,-1.35,6.4,2,,0,6.4,軟岩・風化岩,1,S,531211000,6.4,3.4,10,30,1.7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,9,黒灰,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,高島バイパス（新旭町）土質調査,01,02,4,136,2,50.191,35,21,26.238,1,5336,00,23,国土交通省 近畿地方整備局 滋賀国道事務所,1979-07-00,株式会社ダイヤコンサルタント,86.76,11.45,1,,0,11.45,礫,1,G,531111000,11.45,11.15,31,30,0.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,油坂峠道路越佐地区地質調査業務,01,05,7,136,51,9.268,35,52,24.596,1,5336,66,48,国土交通省 近畿地方整備局 福井河川国道事務所,1994-01,川崎地質株式会社,481.76,20,2,8,45,20,軟岩・風化岩,1,,,20,,,,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,褐灰,,,10,03,52.75,4436.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,油坂６７号橋地質調査その２作業,01,05,1,136,50,35.272,35,51,52.299,1,5336,66,37,国土交通省 近畿地方整備局 福井河川国道事務所,1989-11,川崎地質株式会社大阪支店,504.74,25,2,,0,25,軟岩・風化岩,1,GF,531100000,25,3.15,60,30,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,淡黄褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路鹿谷地区地質調査業務,01,05,3,136,27,42.966,36,3,44.583,1,5436,03,76,国土交通省 近畿地方整備局 福井河川国道事務所,1999-05-00,中央開発株式会社,104.9,22.4,1,,0,22.4,粘土混り礫質土,1,C,532100000,22.4,22.15,60,22,0.95,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,黄褐,,,7.5,01,2.03,116.98,,,,,,,,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,九頭竜川応急対策設計業務,08,01,1,136,13,41.936,36,5,56.147,1,5436,11,18,国土交通省 近畿地方整備局 福井河川国道事務所,1989-08,第一技術開発（株）,8.53,24.4,1,,0,24.4,礫,1,G,531111000,24.4,24.15,50,25,1.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,青灰,,,5,02,0.12,17.34,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,真倉地区地質調査作業,01,02,12,135,19,40.813,35,24,29.056,1,5335,02,86,国土交通省 近畿地方整備局 福知山河川国道事務所,1974-01,大建測量設計（株）,22.93,12.06,2,,0,12.06,岩盤,1,SF,999040001,12.06,12.05,50,1,1.05,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号大谷第１トンネル地質調査その他業務,01,04,1,136,5,35.519,35,47,47.261,1,5336,50,57,国土交通省 近畿地方整備局 福井河川国道事務所,2000-03,応用地質株式会社　福井支店,228.56,20.31,2,,0,20.31,表土,1,SF,,20.31,20,60,16,12.45,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成19年度湖北BPパートナー協議会資料作成業務,01,01,4,136,04,08.7000,35,27,48.8000,1,5336,10,55,国土交通省近畿地方整備局滋賀国道事務所,2008-03-26,株式会社長大大阪支社,85.37,17.27,1,0.00,,17.27,砂礫,1,GS,531120000,17.27,17.15,50,12,0.20,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),2007-10-10,2,暗青灰～暗灰,,,,,,,,,,,,,,,平成19年度湖北BPパートナー協議会資料作成業務,H19BNo.4,4,02,1,和田英俊,和田英俊,野中寿信,渡辺康弘,0.00,YBM製YBM05-DA,3,YANMAR製NFD-8,,2,,YBM製GP-5,15.00,17.27,上位よりも礫分の含有が多くなる。\n礫は径2～15mm程度であり、確認最大礫径は20mm程度である。\n16.45～16.70m付近の間、有機物をまじえるシルト質砂を挟む。,40,10,10,2,6,3,,,,,,,,,,,,,,,,,,,,,,,2008-02-14,1,12,2008-02-15,17.27,7.00,,,,,,,,,,,,,,,,,,,,,,,,,17.27,17.27,4,0,,,,,,,,,,,,,,,,,,,,,16.00,16.43,P-4,100,50,8,ps,50,l/m,,,,,,,,,,,,,,,,,,,,,,比重含水粒度
JIS A 0206-2008,久喜津　上金屋地先地質調査作業,08,01,2,136,10,7.461,36,3,19.76,1,5436,01,63,国土交通省 近畿地方整備局 福井河川国道事務所,1981-11,有限会社ジビル調査設計,4.6,15.5,1,,0,15.5,粘土質シルト,1,MC,532110040,15.5,15.15,4,30,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,湖北バイパスマキノ地区土質調査,01,12,12,136,2,24.181,35,27,16.997,1,5336,10,43,国土交通省 近畿地方整備局 滋賀国道事務所,1978-08,株式会社ダイヤコンサルタント,91.25,6.5,1,,0,6.5,シルト,1,M,532110000,6.5,6.15,5,30,1.1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,1.28,5.35,10,0.0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,上安・京田地区地質調査作業,01,11,4,135,19,52.811,35,25,3.152,1,5335,12,06,国土交通省 近畿地方整備局 福知山河川国道事務所,1977-07-00,近畿ボーリング株式会社,13.72,9,1,,0,9,岩盤,1,GF,999040001,9,8.15,99,30,0.36,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,東下野地区地質調査業務,08,15,2,136,10,2.46,36,4,3.355,1,5436,01,83,国土交通省 近畿地方整備局 福井河川国道事務所,1996-02-00,株式会社田中地質コンサルタント,6.62,20.5,1,,0,20.5,砂,1,S,531211000,20.5,20.15,17,30,0.3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗青灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,油坂９号橋地質調査業務委託,01,05,1,136,50,34.07,35,52,39.893,1,5336,66,57,国土交通省 近畿地方整備局 福井河川国道事務所,1991-12-00,応用地質株式会社,431.88,11,2,,0,11,軟岩・風化岩,1,SF,,11,7,50,4,0.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗灰,,599200003,10,02,6.34,4010,,,,,,,,46.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,東下野地区地質調査業務,08,15,3,136,10,11.459,36,4,10.854,1,5436,01,83,国土交通省 近畿地方整備局 福井河川国道事務所,1996-02-00,株式会社田中地質コンサルタント,6.51,20.5,1,,0,20.5,シルト質砂,1,SM,531231030,20.5,20.15,8,30,0.1,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,油坂９号橋地質調査業務委託,01,05,1,136,50,34.37,35,52,40.093,1,5336,66,57,国土交通省 近畿地方整備局 福井河川国道事務所,1991-12-00,応用地質株式会社,429.87,13,2,,0,13,軟岩・風化岩,1,,,13,4,50,25,2.26,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,灰,,,8.5,02,8.29,18340,,,,,,,,60.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,福井バイパス２４工区地質調査,01,02,10,136,11,54.96,35,59,15.291,1,5336,71,85,国土交通省 近畿地方整備局 福井河川国道事務所,1971-09-00,国際航業株式会社,9.61,16.55,1,,0,16.55,礫,1,G,531111000,16.55,16.15,45,30,0.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路鹿谷地区地質調査業務,01,01,8,136,28,10.364,36,3,34.885,1,5436,03,77,国土交通省 近畿地方整備局 福井河川国道事務所,1999-05-00,中央開発株式会社,114.45,34.9,1,,0,34.9,玉石混り礫質土,1,MS,532110020,34.9,34.65,60,24,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,黄褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,湖北バイパスマキノ地区土質調査,01,05,5,136,2,40.579,35,27,23.697,1,5336,10,43,国土交通省 近畿地方整備局 滋賀国道事務所,1978-08,株式会社ダイヤコンサルタント,89.36,10.5,1,,0,10.5,礫,1,G,531111000,10.5,10.15,41,30,1.45,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,上安・京田地区地質調査作業,01,11,1,135,19,42.312,35,24,56.353,1,5335,02,96,国土交通省 近畿地方整備局 福知山河川国道事務所,1977-06,株式会社キンキ地質センター,37.44,22.44,2,,0,4.6,岩盤,1,G-C,999040001,4.6,2,99,4,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,上安・京田地区地質調査作業,01,11,5,135,19,52.811,35,25,2.352,1,5335,12,06,国土交通省 近畿地方整備局 福知山河川国道事務所,1977-07-00,近畿ボーリング株式会社,14.05,9.5,2,,0,9.5,岩盤,1,GF,999040001,9.5,8.45,15,5,0.71,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,湖北バイパスマキノ地区土質調査,01,05,8,136,2,24.081,35,27,15.497,1,5336,10,43,国土交通省 近畿地方整備局 滋賀国道事務所,1978-08,株式会社ダイヤコンサルタント,90.64,7.5,1,,0,7.5,砂,1,S,531211000,7.5,7.15,10,30,1.3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,久喜津　上金屋地先地質調査作業,08,01,1,136,10,8.461,36,3,14.061,1,5436,01,63,国土交通省 近畿地方整備局 福井河川国道事務所,1981-11,有限会社ジビル調査設計,6.7,15.5,1,,0,15.5,粘性土,1,C,532100000,15.5,15.15,4,28,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路　栗住波地区他地質調査業務,01,05,1,136,23,33.187,36,4,14.673,1,5436,03,81,国土交通省 近畿地方整備局 福井河川国道事務所,2000-01,梶谷エンジニア株式会社,89.64,17.3,2,,0,17.3,軟岩・風化岩,1,B,510000010,17.3,17.15,50,15,3.15,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,黄灰,,599200002,,,,,3.5,4.4,01,0.00534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号大谷第１トンネル地質調査その他業務,01,04,2,136,5,35.519,35,47,47.261,1,5336,50,57,国土交通省 近畿地方整備局 福井河川国道事務所,2000-03,応用地質株式会社　福井支店,213.52,30,2,,0,30,表土,1,SF,,30,20,60,30,2.05,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,灰褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２７号余部上地区溝渠補修詳細設計業務,01,01,1,135,21,40.796,35,27,44.136,1,5335,12,58,国土交通省 近畿地方整備局 福知山河川国道事務所,1995-02-00,吉永測量設計株式会社,38.7,10,2,,0,10,軟岩・風化岩,1,GF,531100000,10,9,60,30,4.51,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,褐灰暗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,今津地区地質調査作業,01,05,4,136,1,20.793,35,24,11.417,1,5336,00,81,国土交通省 近畿地方整備局 滋賀国道事務所,1972-06-00,株式会社ダイヤコンサルタント,134.8,15.45,1,,0,15.45,礫,1,G,531111000,15.45,15.15,50,30,4.3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路鹿谷地区地質調査業務,01,05,2,136,27,40.467,36,3,44.083,1,5436,03,76,国土交通省 近畿地方整備局 福井河川国道事務所,1999-05-00,中央開発株式会社,105.15,19,1,,0,19,岩盤,1,C,999040001,19,16,60,8,0.6,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,淡褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,油坂６７号橋地質調査その２作業,01,05,2,136,50,35.272,35,51,53.299,1,5336,66,37,国土交通省 近畿地方整備局 福井河川国道事務所,1989-11,川崎地質株式会社大阪支店,488.01,15,2,,0,15,軟岩・風化岩,1,GF,531100000,15,4.15,62,30,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,黄褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,下野地区測量土質調査作業,08,09,3,136,8,26.954,36,10,26.108,1,5436,21,01,国土交通省 近畿地方整備局 福井河川国道事務所,1979-11,（株）田中地質コンサルタント,3.01,15,1,,0,15,シルト,1,M,532110000,15,14.6,3,38,2.7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗灰,,,8.75,02,0.65,48.46,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
